	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PAQR7	0.384970725373765	0.0121760570483451	0.02	0.008	1
IQCC	0.384970725373765	0.0121760570483451	0.02	0.008	1
PARS2	0.384970725373765	0.0121760570483451	0.02	0.008	1
DHCR24	0.384970725373765	0.0121760570483451	0.02	0.008	1
KCNK1	0.384970725373765	0.0121760570483451	0.02	0.008	1
KHK	0.384970725373765	0.0121760570483451	0.02	0.008	1
AC079807.1	0.384970725373765	0.0121760570483451	0.02	0.008	1
SFXN5	0.384970725373765	0.0121760570483451	0.02	0.008	1
INO80B	0.384970725373765	0.0121760570483451	0.02	0.008	1
SEMA4F	0.384970725373765	0.0121760570483451	0.02	0.008	1
TSGA10	0.384970725373765	0.0121760570483451	0.02	0.008	1
CHST10	0.384970725373765	0.0121760570483451	0.02	0.008	1
NPAS2	0.384970725373765	0.0121760570483451	0.02	0.008	1
EPB41L5	0.384970725373765	0.0121760570483451	0.02	0.008	1
AC012306.2	0.384970725373765	0.0121760570483451	0.02	0.008	1
GPD2	0.384970725373765	0.0121760570483451	0.02	0.008	1
B3GNT7	0.384970725373765	0.0121760570483451	0.02	0.008	1
ANO7	0.384970725373765	0.0121760570483451	0.02	0.008	1
LRRN1	0.384970725373765	0.0121760570483451	0.02	0.008	1
OXSM	0.384970725373765	0.0121760570483451	0.02	0.008	1
VIPR1	0.384970725373765	0.0121760570483451	0.02	0.008	1
KRBOX1	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF502	0.384970725373765	0.0121760570483451	0.02	0.008	1
LARS2	0.384970725373765	0.0121760570483451	0.02	0.008	1
NPHP3	0.384970725373765	0.0121760570483451	0.02	0.008	1
CCDC149	0.384970725373765	0.0121760570483451	0.02	0.008	1
USP46-AS1	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZGRF1	0.384970725373765	0.0121760570483451	0.02	0.008	1
CDKL3	0.384970725373765	0.0121760570483451	0.02	0.008	1
PCDHB14	0.384970725373765	0.0121760570483451	0.02	0.008	1
NHLRC1	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZSCAN9	0.384970725373765	0.0121760570483451	0.02	0.008	1
AC019205.1	0.384970725373765	0.0121760570483451	0.02	0.008	1
AL133338.1	0.384970725373765	0.0121760570483451	0.02	0.008	1
NHSL1	0.384970725373765	0.0121760570483451	0.02	0.008	1
UST	0.384970725373765	0.0121760570483451	0.02	0.008	1
RBAK	0.384970725373765	0.0121760570483451	0.02	0.008	1
STEAP1B	0.384970725373765	0.0121760570483451	0.02	0.008	1
PPP1R9A	0.384970725373765	0.0121760570483451	0.02	0.008	1
AC090114.2	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF212	0.384970725373765	0.0121760570483451	0.02	0.008	1
LINC01003	0.384970725373765	0.0121760570483451	0.02	0.008	1
PPP2R3B	0.384970725373765	0.0121760570483451	0.02	0.008	1
BCLAF3	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF630	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZXDB	0.384970725373765	0.0121760570483451	0.02	0.008	1
CHIC1	0.384970725373765	0.0121760570483451	0.02	0.008	1
BCORL1	0.384970725373765	0.0121760570483451	0.02	0.008	1
RAB33A	0.384970725373765	0.0121760570483451	0.02	0.008	1
F8	0.384970725373765	0.0121760570483451	0.02	0.008	1
TONSL	0.384970725373765	0.0121760570483451	0.02	0.008	1
FBXO10	0.384970725373765	0.0121760570483451	0.02	0.008	1
GNA14	0.384970725373765	0.0121760570483451	0.02	0.008	1
CDK20	0.384970725373765	0.0121760570483451	0.02	0.008	1
SLC35D2	0.384970725373765	0.0121760570483451	0.02	0.008	1
TLR4	0.384970725373765	0.0121760570483451	0.02	0.008	1
ABO	0.384970725373765	0.0121760570483451	0.02	0.008	1
CCDC183	0.384970725373765	0.0121760570483451	0.02	0.008	1
NDOR1	0.384970725373765	0.0121760570483451	0.02	0.008	1
TOR4A	0.384970725373765	0.0121760570483451	0.02	0.008	1
AC136475.1	0.384970725373765	0.0121760570483451	0.02	0.008	1
YPEL4	0.384970725373765	0.0121760570483451	0.02	0.008	1
AP003068.2	0.384970725373765	0.0121760570483451	0.02	0.008	1
CHKA	0.384970725373765	0.0121760570483451	0.02	0.008	1
AP000487.1	0.384970725373765	0.0121760570483451	0.02	0.008	1
AP002387.2	0.384970725373765	0.0121760570483451	0.02	0.008	1
AP002490.1	0.384970725373765	0.0121760570483451	0.02	0.008	1
SLC35F2	0.384970725373765	0.0121760570483451	0.02	0.008	1
AGAP6	0.384970725373765	0.0121760570483451	0.02	0.008	1
PPP1R3C	0.384970725373765	0.0121760570483451	0.02	0.008	1
ANO2	0.384970725373765	0.0121760570483451	0.02	0.008	1
SLC4A8	0.384970725373765	0.0121760570483451	0.02	0.008	1
GRASP	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZBTB39	0.384970725373765	0.0121760570483451	0.02	0.008	1
UTP20	0.384970725373765	0.0121760570483451	0.02	0.008	1
MVK	0.384970725373765	0.0121760570483451	0.02	0.008	1
AACS	0.384970725373765	0.0121760570483451	0.02	0.008	1
TMTC4	0.384970725373765	0.0121760570483451	0.02	0.008	1
AP4S1	0.384970725373765	0.0121760570483451	0.02	0.008	1
SLC25A21-AS1	0.384970725373765	0.0121760570483451	0.02	0.008	1
TMEM30B	0.384970725373765	0.0121760570483451	0.02	0.008	1
VASH1-AS1	0.384970725373765	0.0121760570483451	0.02	0.008	1
PWAR6	0.384970725373765	0.0121760570483451	0.02	0.008	1
TMEM62	0.384970725373765	0.0121760570483451	0.02	0.008	1
PIF1	0.384970725373765	0.0121760570483451	0.02	0.008	1
SPESP1	0.384970725373765	0.0121760570483451	0.02	0.008	1
SENP8	0.384970725373765	0.0121760570483451	0.02	0.008	1
CPEB1	0.384970725373765	0.0121760570483451	0.02	0.008	1
NOMO3	0.384970725373765	0.0121760570483451	0.02	0.008	1
SYT17	0.384970725373765	0.0121760570483451	0.02	0.008	1
AC040169.1	0.384970725373765	0.0121760570483451	0.02	0.008	1
CYB5D1	0.384970725373765	0.0121760570483451	0.02	0.008	1
TVP23C	0.384970725373765	0.0121760570483451	0.02	0.008	1
MED9	0.384970725373765	0.0121760570483451	0.02	0.008	1
SMCR8	0.384970725373765	0.0121760570483451	0.02	0.008	1
SARM1	0.384970725373765	0.0121760570483451	0.02	0.008	1
LRRC37B	0.384970725373765	0.0121760570483451	0.02	0.008	1
ITGB4	0.384970725373765	0.0121760570483451	0.02	0.008	1
GNAL	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF519	0.384970725373765	0.0121760570483451	0.02	0.008	1
TAF4B	0.384970725373765	0.0121760570483451	0.02	0.008	1
C18orf54	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF343	0.384970725373765	0.0121760570483451	0.02	0.008	1
FITM2	0.384970725373765	0.0121760570483451	0.02	0.008	1
RFX2	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF442	0.384970725373765	0.0121760570483451	0.02	0.008	1
CACNA1A	0.384970725373765	0.0121760570483451	0.02	0.008	1
AC010618.3	0.384970725373765	0.0121760570483451	0.02	0.008	1
IQCN	0.384970725373765	0.0121760570483451	0.02	0.008	1
SLC25A42	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF682	0.384970725373765	0.0121760570483451	0.02	0.008	1
CADM4	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF283	0.384970725373765	0.0121760570483451	0.02	0.008	1
HSD17B14	0.384970725373765	0.0121760570483451	0.02	0.008	1
CTU1	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF552	0.384970725373765	0.0121760570483451	0.02	0.008	1
RAB36	0.384970725373765	0.0121760570483451	0.02	0.008	1
AC003681.1	0.384970725373765	0.0121760570483451	0.02	0.008	1
APOBEC3F	0.384970725373765	0.0121760570483451	0.02	0.008	1
MGAT3	0.384970725373765	0.0121760570483451	0.02	0.008	1
NUP50-DT	0.384970725373765	0.0121760570483451	0.02	0.008	1
WDR4	0.384970725373765	0.0121760570483451	0.02	0.008	1
PFKFB4	0.384970725373765	0.0121760570483451	0.02	0.008	1
MIR181A2HG	0.384970725373765	0.0121760570483451	0.02	0.008	1
NXPH4	0.384970725373765	0.0121760570483451	0.02	0.008	1
ZNF154	0.384970725373765	0.0121760570483451	0.02	0.008	1
CHKB-DT	0.384970725373765	0.0121760570483451	0.02	0.008	1
MAFIP	0.384970725373765	0.0121760570483451	0.02	0.008	1
PLXNA4	0.384970725373765	0.0121760570483451	0.02	0.008	1
SMG8	0.384970725373765	0.0121760570483451	0.02	0.008	1
SDK2	0.384970725373765	0.0121760570483451	0.02	0.008	1
NEFH	0.384970725373765	0.0121760570483451	0.02	0.008	1
SALL2	0.384970725373765	0.0121760570483451	0.02	0.008	1
HYDIN	0.384970725373765	0.0121760570483451	0.02	0.008	1
TM6SF2	0.384970725373765	0.0121760570483451	0.02	0.008	1
CAMK1G	0.384970725373765	0.0121760570483451	0.02	0.008	1
ARPC4-TTLL3	0.384970725373765	0.0121760570483451	0.02	0.008	1
ERICH6-AS1	0.642828008331347	0.0121760570483451	0.013	0.008	1
USP7	0.520913807000932	0.0121529618605423	0.152	0.121	1
DICER1	0.605920119839245	0.0121529618605423	0.146	0.121	1
RAF1	0.752972323247771	0.0121231158038563	0.166	0.152	1
CYP51A1	0.646928497849513	0.0121022931078503	0.066	0.053	1
MAU2	0.646928497849513	0.0121022931078503	0.066	0.053	1
RASD1	0.442732714958417	0.0120829036248501	0.086	0.061	1
TMEM70	0.42014525297532	0.0120441188208743	0.132	0.098	1
PRPS2	0.435478673130845	0.0120441188208743	0.132	0.098	1
NIT1	0.71056878402172	0.0120332737414698	0.113	0.098	1
SOAT1	0.718235126007787	0.0119867858877889	0.046	0.038	1
SUSD3	0.718235126007787	0.0119867858877889	0.046	0.038	1
MOAP1	0.718235126007787	0.0119867858877889	0.046	0.038	1
ZNF598	0.718235126007787	0.0119867858877889	0.046	0.038	1
NEURL2	0.718235126007787	0.0119867858877889	0.046	0.038	1
ZNF266	0.718235126007787	0.0119867858877889	0.046	0.038	1
SP100	0.687222373688574	0.011968479673394	0.238	0.212	1
BCKDHA	0.582321103538344	0.0119325035272343	0.113	0.091	1
CHPT1	0.773964070601444	0.0119206431053392	0.093	0.083	1
YPEL2	0.461183928957558	0.0118654327592872	0.139	0.106	1
COA6	0.793118354709831	0.011858673371112	0.139	0.129	1
SMCHD1	0.595504526424624	0.0118263602332209	0.172	0.144	1
CHERP	0.626100129358453	0.0118180086982457	0.093	0.076	1
XRRA1	0.679596145814469	0.0118050836336189	0.073	0.061	1
PJA1	0.419826799152192	0.0117853605124413	0.126	0.091	1
PTPN11	0.394695660240385	0.0117279999873899	0.179	0.136	1
MUL1	0.683193340852851	0.0117005214447084	0.073	0.061	1
ELOA	0.683193340852851	0.0117005214447084	0.073	0.061	1
LAS1L	0.683193340852851	0.0117005214447084	0.073	0.061	1
COMTD1	0.683193340852851	0.0117005214447084	0.073	0.061	1
IQCK	0.683193340852851	0.0117005214447084	0.073	0.061	1
TGIF2	0.683193340852851	0.0117005214447084	0.073	0.061	1
SPPL2B	0.683193340852851	0.0117005214447084	0.073	0.061	1
PHLDB3	0.683193340852851	0.0117005214447084	0.073	0.061	1
CCL26	0.388890532879515	0.0115906417987563	0.02	0.008	1
GAS2L3	0.388890532879515	0.0115906417987563	0.02	0.008	1
B3GNTL1	0.388890532879515	0.0115906417987563	0.02	0.008	1
CNOT4	0.493367542651706	0.0115792011993762	0.219	0.174	1
ADAR	0.602570364186713	0.0115516387246669	0.272	0.235	1
ACOX1	0.453134751954	0.0115515879356754	0.086	0.061	1
MRE11	0.650792284875059	0.0115364800788229	0.066	0.053	1
AAR2	0.797913328550169	0.0115271342252229	0.099	0.091	1
TGFBR2	0.651199201588131	0.0115182074241274	0.245	0.22	1
CDC42SE1	0.553344143158956	0.0115008086015456	0.132	0.106	1
EEF1E1	0.553344143158956	0.0115008086015456	0.132	0.106	1
RNF167	0.365856103805845	0.0114718566452242	0.245	0.189	1
PPP1R12A	0.483766052193284	0.0114667899148407	0.344	0.288	1
ZMIZ1	0.665049474796574	0.011445389527631	0.252	0.227	1
CRTC2	0.474568808052157	0.0114300995745602	0.066	0.045	1
MOSPD1	0.474568808052157	0.0114300995745602	0.066	0.045	1
COG1	0.474568808052157	0.0114300995745602	0.066	0.045	1
TSPAN14	0.461105942339563	0.0113825912433682	0.113	0.083	1
GART	0.587200717894848	0.0113825912433682	0.113	0.091	1
RAP2A	0.508130866201794	0.0113660499740543	0.126	0.098	1
DPH2	0.49750932914032	0.0113053799613022	0.046	0.03	1
TTC31	0.49750932914032	0.0113053799613022	0.046	0.03	1
ZNF718	0.49750932914032	0.0113053799613022	0.046	0.03	1
C4orf33	0.49750932914032	0.0113053799613022	0.046	0.03	1
ERCC8	0.49750932914032	0.0113053799613022	0.046	0.03	1
ZSWIM6	0.49750932914032	0.0113053799613022	0.046	0.03	1
CENPQ	0.49750932914032	0.0113053799613022	0.046	0.03	1
CACNA2D1	0.49750932914032	0.0113053799613022	0.046	0.03	1
PPP2R5B	0.49750932914032	0.0113053799613022	0.046	0.03	1
PIP4K2C	0.49750932914032	0.0113053799613022	0.046	0.03	1
SLC15A4	0.49750932914032	0.0113053799613022	0.046	0.03	1
C14orf132	0.49750932914032	0.0113053799613022	0.046	0.03	1
VPS18	0.49750932914032	0.0113053799613022	0.046	0.03	1
NDUFAF1	0.49750932914032	0.0113053799613022	0.046	0.03	1
BISPR	0.49750932914032	0.0113053799613022	0.046	0.03	1
RAD21	0.43922749898188	0.0112974982952331	0.331	0.258	1
PRMT6	0.828617512831028	0.0112878481099076	0.026	0.023	1
RASAL2	0.485204088856815	0.0112613322854428	0.093	0.068	1
CBL	0.630475047325757	0.0112613322854428	0.093	0.076	1
WDR11	0.630475047325757	0.0112613322854424	0.093	0.076	1
C1orf35	0.425394078805586	0.0112404974841195	0.126	0.091	1
C1orf159	0.511520559107036	0.0111772984444747	0.026	0.015	1
GPR153	0.511520559107036	0.0111772984444747	0.026	0.015	1
RBM15	0.511520559107036	0.0111772984444747	0.026	0.015	1
ALKAL2	0.511520559107036	0.0111772984444747	0.026	0.015	1
CAMKMT	0.511520559107036	0.0111772984444747	0.026	0.015	1
CLHC1	0.511520559107036	0.0111772984444747	0.026	0.015	1
PHOSPHO2	0.511520559107036	0.0111772984444747	0.026	0.015	1
SGO2	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZNF501	0.511520559107036	0.0111772984444747	0.026	0.015	1
TXNRD3	0.511520559107036	0.0111772984444747	0.026	0.015	1
SLC35G2	0.511520559107036	0.0111772984444747	0.026	0.015	1
C5orf22	0.511520559107036	0.0111772984444747	0.026	0.015	1
BHMT2	0.511520559107036	0.0111772984444747	0.026	0.015	1
PPT2	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZUP1	0.511520559107036	0.0111772984444747	0.026	0.015	1
MTERF1	0.511520559107036	0.0111772984444747	0.026	0.015	1
NRF1	0.511520559107036	0.0111772984444747	0.026	0.015	1
AGBL3	0.511520559107036	0.0111772984444747	0.026	0.015	1
CHST7	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZNF41	0.511520559107036	0.0111772984444747	0.026	0.015	1
KLF8	0.511520559107036	0.0111772984444747	0.026	0.015	1
KLHL13	0.511520559107036	0.0111772984444747	0.026	0.015	1
ELF4	0.511520559107036	0.0111772984444747	0.026	0.015	1
ABCD1	0.511520559107036	0.0111772984444747	0.026	0.015	1
LRSAM1	0.511520559107036	0.0111772984444747	0.026	0.015	1
QSOX2	0.511520559107036	0.0111772984444747	0.026	0.015	1
UAP1L1	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZBED5-AS1	0.511520559107036	0.0111772984444747	0.026	0.015	1
TAF6L	0.511520559107036	0.0111772984444747	0.026	0.015	1
UNC93B1	0.511520559107036	0.0111772984444747	0.026	0.015	1
FAM86C1	0.511520559107036	0.0111772984444747	0.026	0.015	1
AP002360.1	0.511520559107036	0.0111772984444747	0.026	0.015	1
INTS4	0.511520559107036	0.0111772984444747	0.026	0.015	1
C2CD2L	0.511520559107036	0.0111772984444747	0.026	0.015	1
ROBO3	0.511520559107036	0.0111772984444747	0.026	0.015	1
SUV39H2	0.511520559107036	0.0111772984444747	0.026	0.015	1
RASSF4	0.511520559107036	0.0111772984444747	0.026	0.015	1
OLMALINC	0.511520559107036	0.0111772984444747	0.026	0.015	1
SFXN2	0.511520559107036	0.0111772984444747	0.026	0.015	1
SLC2A13	0.511520559107036	0.0111772984444747	0.026	0.015	1
PRPF40B	0.511520559107036	0.0111772984444747	0.026	0.015	1
AVIL	0.511520559107036	0.0111772984444747	0.026	0.015	1
PRDM4	0.511520559107036	0.0111772984444747	0.026	0.015	1
PXN-AS1	0.511520559107036	0.0111772984444747	0.026	0.015	1
NRAV	0.511520559107036	0.0111772984444747	0.026	0.015	1
DHX37	0.511520559107036	0.0111772984444747	0.026	0.015	1
FBRSL1	0.511520559107036	0.0111772984444747	0.026	0.015	1
RGS6	0.511520559107036	0.0111772984444747	0.026	0.015	1
FAM227B	0.511520559107036	0.0111772984444747	0.026	0.015	1
ATP8B4	0.511520559107036	0.0111772984444747	0.026	0.015	1
HYKK	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZNF597	0.511520559107036	0.0111772984444747	0.026	0.015	1
KIAA0556	0.511520559107036	0.0111772984444747	0.026	0.015	1
LPCAT2	0.511520559107036	0.0111772984444747	0.026	0.015	1
SETD6	0.511520559107036	0.0111772984444747	0.026	0.015	1
KIAA0895L	0.511520559107036	0.0111772984444747	0.026	0.015	1
TMEM231	0.511520559107036	0.0111772984444747	0.026	0.015	1
C17orf100	0.511520559107036	0.0111772984444747	0.026	0.015	1
ARHGAP23	0.511520559107036	0.0111772984444747	0.026	0.015	1
PRELID3A	0.511520559107036	0.0111772984444747	0.026	0.015	1
SLC9A8	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZNF546	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZNF227	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZNF543	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZNF776	0.511520559107036	0.0111772984444747	0.026	0.015	1
ICOSLG	0.511520559107036	0.0111772984444747	0.026	0.015	1
ACHE	0.511520559107036	0.0111772984444747	0.026	0.015	1
USP27X	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZNF23	0.511520559107036	0.0111772984444747	0.026	0.015	1
ZC3HAV1L	0.511520559107036	0.0111772984444747	0.026	0.015	1
DPH6-DT	0.511520559107036	0.0111772984444747	0.026	0.015	1
ADGRL4	0.761830490162414	0.0111772984444747	0.02	0.015	1
WASHC3	0.514906942040699	0.0111496360757069	0.232	0.189	1
TYW1	0.686963413331742	0.0111369128121319	0.073	0.061	1
ZNF518A	0.686963413331742	0.0111369128121319	0.073	0.061	1
MRPL27	0.605876315243099	0.011082500226556	0.325	0.28	1
BAIAP2	0.552385973686383	0.0110092076270248	0.053	0.038	1
MALT1	0.763870138960841	0.0110092076270248	0.053	0.045	1
SNX13	0.612996659982643	0.0109942029193733	0.119	0.098	1
TRIAP1	0.436557110650148	0.0109792123843847	0.152	0.114	1
USP5	0.801290426120573	0.0109750655583189	0.099	0.091	1
SMG6	0.801290426120573	0.0109750655583189	0.099	0.091	1
UBE4A	0.515708250310948	0.0108681897772052	0.099	0.076	1
LYPLAL1	0.659341410078222	0.0108681897772052	0.099	0.083	1
EXOC4	0.659341410078222	0.0108681897772052	0.099	0.083	1
HNRNPUL2	0.659341410078222	0.0108681897772052	0.099	0.083	1
PITRM1	0.659341410078222	0.0108681897772052	0.099	0.083	1
LNPK	0.535837229269287	0.0108556603883991	0.126	0.098	1
RAB3GAP1	0.591301797923798	0.0108394103114925	0.146	0.121	1
PPP6R3	0.621472728833407	0.0108276965054638	0.159	0.136	1
SELENOS	0.60360992128837	0.0108032284192933	0.384	0.326	1
NPTN	0.710469457752759	0.0107442763765936	0.265	0.242	1
MCMBP	0.551669009244127	0.010738898587171	0.079	0.061	1
ATG2B	0.551669009244127	0.010738898587171	0.079	0.061	1
MOGS	0.719445159717929	0.010738898587171	0.079	0.068	1
SPRYD7	0.719445159717929	0.010738898587171	0.079	0.068	1
DDX19A	0.719445159717929	0.010738898587171	0.079	0.068	1
B9D1	0.719445159717929	0.010738898587171	0.079	0.068	1
DYNLL2	0.719445159717929	0.010738898587171	0.079	0.068	1
SART1	0.75843874046182	0.0107138881557926	0.126	0.114	1
TP53TG1	0.553467675711254	0.010704779217543	0.159	0.129	1
CNOT10	0.492880164912608	0.010598997961238	0.093	0.068	1
TOPORS	0.492880164912608	0.010598997961238	0.093	0.068	1
TMEM44	0.515302553974905	0.0105975423997811	0.026	0.015	1
HIST1H3H	0.766701058457391	0.0105975423997811	0.02	0.015	1
SIK1B	0.423743631532192	0.0105870464235095	0.04	0.023	1
NOP14	0.521827369006721	0.0104656378173672	0.073	0.053	1
LPCAT4	0.521827369006721	0.0104656378173672	0.073	0.053	1
GFOD2	0.521827369006721	0.0104656378173672	0.073	0.053	1
TIE1	0.353465339200849	0.0104584407678755	0.007	0	1
FLVCR1	0.353465339200849	0.0104584407678755	0.007	0	1
POMC	0.353465339200849	0.0104584407678755	0.007	0	1
TM4SF18	0.353465339200849	0.0104584407678755	0.007	0	1
AC025171.3	0.353465339200849	0.0104584407678755	0.007	0	1
TRGV10	0.353465339200849	0.0104584407678755	0.007	0	1
GYG2	0.353465339200849	0.0104584407678755	0.007	0	1
FAM241B	0.353465339200849	0.0104584407678755	0.007	0	1
AC008035.1	0.353465339200849	0.0104584407678755	0.007	0	1
AL359220.1	0.353465339200849	0.0104584407678755	0.007	0	1
ZC2HC1C	0.353465339200849	0.0104584407678755	0.007	0	1
IGHV3-48	0.353465339200849	0.0104584407678755	0.007	0	1
CHAC1	0.353465339200849	0.0104584407678755	0.007	0	1
KANK3	0.353465339200849	0.0104584407678755	0.007	0	1
ICAM4	0.353465339200849	0.0104584407678755	0.007	0	1
ALB	0.353465339200849	0.0104584407678755	0.007	0	1
CLEC1A	0.353465339200849	0.0104584407678755	0.007	0	1
NOXO1	0.353465339200849	0.0104584407678755	0.007	0	1
TNS4	0.353465339200849	0.0104584407678755	0.007	0	1
LINC01684	0.353465339200849	0.0104584407678755	0.007	0	1
FGB	0.353465339200849	0.0104584407678755	0.007	0	1
APOC3	0.353465339200849	0.0104584407678755	0.007	0	1
AJ009632.2	0.353465339200849	0.0104584407678755	0.007	0	1
TRAV3	0.353465339200849	0.0104584407678755	0.007	0	1
MUC16	0.353465339200849	0.0104584407678755	0.007	0	1
AC079209.1	0.353465339200849	0.0104584407678755	0.007	0	1
AC009271.1	0.353465339200849	0.0104584407678755	0.007	0	1
AL022316.1	0.353465339200849	0.0104584407678755	0.007	0	1
PARP3	0.76685786905217	0.0104416574591546	0.053	0.045	1
NEMF	0.566873847956021	0.0104339622823975	0.166	0.136	1
